ts,token,event_seq,symbol,tier,side,plan_name,usd_flow,tokens_raw_delta,px_usd,weth_px_usd,impact_pct,gas_usd,quote_source,quote_status,gap_s,note
1789250000.0,0x168c59274f6a6674c7b5b3ea0dc606c1d12c4f29,170,JOE,A,tp_2x,cfg_ladder_stop,7.78755,-31769170371244934037504,2.47333e-22,2522.1,-10.6737,0.07,kyber,ok,242.532,sell 3.18e+22 raw → 0.00311622 WETH ($7.86) via kyber impact -10.67%
1789250000.0,0x9fe9b3f0bc972772a94c623147141952d7e27777,176,FX AEGIS,A,tp_2x,cfg_ladder_stop,13.6291,-5441291825497868599296,2.51762e-21,2523.51,-40.7945,0.07,kyber,ok,1209.16,sell 5.44e+21 raw → 0.00542806 WETH ($13.70) via kyber impact -40.79%
1789260000.0,0xdd8087ff2cbfc55f4f8395f90171d66ac31413e4,191,SL,A,buy,cfg_ladder_stop,-10.07,97150822738589057548288,1.02933e-22,2524.14,6.1477,0.07,kyber,ok,0.0,buy 0.00396175 WETH ($10.00) → 9.72e+22 raw via kyber impact 6.15%
1789260000.0,0xdd8087ff2cbfc55f4f8395f90171d66ac31413e4,191,SL,A,tp_2x,cfg_ladder_stop,10.6364,-48575411369294528774144,2.20408e-22,2524.12,-0.2401,0.07,kyber,ok,252.977,sell 4.86e+22 raw → 0.00424231 WETH ($10.71) via kyber impact -0.24%
1789260000.0,0x168c59274f6a6674c7b5b3ea0dc606c1d12c4f29,170,JOE,A,stop,cfg_ladder_stop,0.262815,-31769170371244934037504,1.0476e-23,2524.12,-1.2569,0.07,kyber,ok,252.977,sell 3.18e+22 raw → 0.000131877 WETH ($0.33) via kyber impact -1.26%
1789260000.0,0x281f477e523fdb4544f34bd9135e8f2759c2d0e8,207,Trumpy,A,buy,cfg_ladder_stop,-10.07,63020266868444686712832,1.58679e-22,2525.03,0.2635,0.07,kyber,ok,0.0,buy 0.00396034 WETH ($10.00) → 6.3e+22 raw via kyber impact 0.26%
1789260000.0,0xdd8087ff2cbfc55f4f8395f90171d66ac31413e4,191,SL,A,tp_5x,cfg_ladder_stop,10.1974,-24287705684647264387072,4.2274e-22,2523.26,-0.3758,0.07,kyber,ok,246.418,sell 2.43e+22 raw → 0.00406541 WETH ($10.27) via kyber impact -0.38%
1789270000.0,0x9af6e3a9d9d4e7ebe04ca26b79fd264234c2263e,241,GUNTHER,A,buy,cfg_ladder_stop,-10.07,122596890480761926320128,8.15681e-23,2521.29,-6.4558,0.07,kyber,ok,0.0,buy 0.00396622 WETH ($10.00) → 1.23e+23 raw via kyber impact -6.46%
1789270000.0,0x2848728da990549f39085ea82ac6c6878a013d18,248,招财猫,A,buy,cfg_ladder_stop,-10.07,42980321405762816442368,2.32665e-22,2521.6,-1.3055,0.07,kyber,ok,0.0,buy 0.00396574 WETH ($10.00) → 4.3e+22 raw via kyber impact -1.31%
1789270000.0,0x98a4dfd9902257142f010d29435f0488c0c2ef6f,249,富贵,A,buy,cfg_ladder_stop,-10.07,111893295375549,8.93709e-14,2519.94,0.392,0.07,router,ok,0.0,buy 0.00396835 WETH ($10.00) → 1.12e+14 raw via router impact 0.39%
1789270000.0,0x98a4dfd9902257142f010d29435f0488c0c2ef6f,249,富贵,A,tp_2x+5x,cfg_ladder_stop,60.7828,-83919971531661,7.25129e-13,2520.8,0.4952,0.07,router,ok,241.32,sell 8.39e+13 raw → 0.0241403 WETH ($60.85) via router impact 0.50%
1789270000.0,0x98a4dfd9902257142f010d29435f0488c0c2ef6f,249,富贵,A,tp_10x,cfg_ladder_stop,10.3309,-16783994306332,6.19689e-13,2519.94,0.3359,0.07,router,ok,244.25,sell 1.68e+13 raw → 0.00412742 WETH ($10.40) via router impact 0.34%
1789280000.0,0xa55e7b522db501fabbff6d0a188d0edd0c011ec7,286,MINTERS,A,buy,cfg_ladder_stop,-10.07,14360534705269437890560,6.96353e-22,2519.05,25.1253,0.07,kyber,ok,0.0,buy 0.00396974 WETH ($10.00) → 1.44e+22 raw via kyber impact 25.13%
1789280000.0,0x67b72d4c1b6ce40ace8d1c49ce5326d1caf38390,298,SALT,A,buy,cfg_ladder_stop,-10.07,111123536345724146941952,8.99899e-23,2522.33,5.2035,0.07,kyber,ok,0.0,buy 0.00396459 WETH ($10.00) → 1.11e+23 raw via kyber impact 5.20%
1789290000.0,0xe9427e85ac77dc382356b0e9daf797cfa06717a1,322,ENGINE,A,buy,cfg_ladder_stop,-10.07,96356863581019682373632,1.03781e-22,2517.74,1.7068,0.07,kyber,ok,0.0,buy 0.00397182 WETH ($10.00) → 9.64e+22 raw via kyber impact 1.71%
1789290000.0,0xe7efe3af78c8fd26708aa6dfa5297f7f3d580f2f,332,LOONG,A,buy_failed,cfg_ladder_stop,0.0,0,,,,0.0,none,absent,,"no route — position not opened — ABSENT: no V2 pair, kyber no_route, scanhood no_route"
1789290000.0,0x0e4faaf07c5378a08d032c62037d7d90cd0d97eb,335,BCAT,A,buy,cfg_ladder_stop,-10.07,51253931170183321223168,1.95107e-22,2495.05,-15.3083,0.07,kyber,ok,0.0,buy 0.00400794 WETH ($9.99) → 5.13e+22 raw via kyber impact -15.31%
1789290000.0,0xa67b9154f5cf819cbcd414382e30b689113a6e64,349,Luluu,A,buy,cfg_ladder_stop,-10.07,72882573625388798312448,1.37207e-22,2482.58,3.6792,0.07,kyber,ok,0.0,buy 0.00402807 WETH ($10.00) → 7.29e+22 raw via kyber impact 3.68%
1789290000.0,0xa67b9154f5cf819cbcd414382e30b689113a6e64,349,Luluu,A,tp_2x,cfg_ladder_stop,11.4536,-36441286812694399156224,3.16224e-22,2482.7,0.0131,0.07,kyber,ok,227.228,sell 3.64e+22 raw → 0.00464114 WETH ($11.52) via kyber impact 0.01%
1789290000.0,0xa67b9154f5cf819cbcd414382e30b689113a6e64,349,Luluu,A,tp_5x,cfg_ladder_stop,10.4532,-18220643406347199578112,5.77541e-22,2483.69,-0.9198,0.07,kyber,ok,489.707,sell 1.82e+22 raw → 0.00423541 WETH ($10.52) via kyber impact -0.92%
1789290000.0,0x0df5c5e3f6458601de2383d6805bf0eaf6188d20,60,FROGE,A,stop,cfg_ladder_stop,0.307426,-37399708215379037782016,1.00917e-23,2483.69,,0.07,kyber,ok,33467.6,sell 3.74e+22 raw → 0.000151893 WETH ($0.38) via kyber
1789300000.0,0xdd8087ff2cbfc55f4f8395f90171d66ac31413e4,191,SL,A,stop,cfg_ladder_stop,0.574213,-24287705684647264387072,2.65242e-23,2480.3,17.2627,0.07,kyber,ok,18922.9,sell 2.43e+22 raw → 0.000259495 WETH ($0.64) via kyber impact 17.26%
1789300000.0,0x00ee811463addf1db7aeadafada92b044dbf6e04,365,4THS,A,buy,cfg_ladder_stop,-10.07,122745095920149281636352,8.14696e-23,2474.72,2.7165,0.07,kyber,ok,0.0,buy 0.00404086 WETH ($9.99) → 1.23e+23 raw via kyber impact 2.72%
1789300000.0,0x46cfdc62cf23fd2eda894856b6c76b2d76cfc598,392,Zcat,A,buy,cfg_ladder_stop,-10.07,60795703334055012466688,1.64485e-22,2476.91,17.8594,0.07,kyber,ok,0.0,buy 0.00403729 WETH ($9.99) → 6.08e+22 raw via kyber impact 17.86%
1789310000.0,0x46cfdc62cf23fd2eda894856b6c76b2d76cfc598,392,Zcat,A,stop,cfg_ladder_stop,3.64264,-60795703334055012466688,6.10674e-23,2468.05,7.6508,0.07,kyber,ok,1209.0,sell 6.08e+22 raw → 0.00150258 WETH ($3.71) via kyber impact 7.65%
1789310000.0,0xc1a08a402697ee9a40aaf41f8a7bd10dd0b83be4,410,STOCKLAND,A,buy,cfg_ladder_stop,-10.07,13294383794298537639936,7.52197e-22,2477.66,5.043,0.07,kyber,ok,0.0,buy 0.00403607 WETH ($10.01) → 1.33e+22 raw via kyber impact 5.04%
1789310000.0,0xc1a08a402697ee9a40aaf41f8a7bd10dd0b83be4,410,STOCKLAND,A,stop,cfg_ladder_stop,6.93692,-13294383794298537639936,5.27058e-22,2483.04,1.125,0.07,kyber,ok,244.142,sell 1.33e+22 raw → 0.00282398 WETH ($7.01) via kyber impact 1.12%
1789310000.0,0x2d12c7aff2cbe3f1ac56d5a194cd267c3ee999b4,432,AXI,A,buy,cfg_ladder_stop,-10.07,67871270460726762799104,1.47338e-22,2493.26,-0.036,0.07,kyber,ok,0.0,buy 0.00401081 WETH ($9.99) → 6.79e+22 raw via kyber impact -0.04%
1789310000.0,0x2d12c7aff2cbe3f1ac56d5a194cd267c3ee999b4,432,AXI,A,tp_2x,cfg_ladder_stop,9.433,-33935635230363381399552,2.8003e-22,2488.43,-1.056,0.07,kyber,ok,478.917,sell 3.39e+22 raw → 0.00381412 WETH ($9.50) via kyber impact -1.06%
1789310000.0,0x9fe9b3f0bc972772a94c623147141952d7e27777,176,FX AEGIS,A,stop,cfg_ladder_stop,2.27212,-5441291825497868599296,4.30435e-22,2490.17,22.2194,0.07,kyber,ok,7997.23,sell 5.44e+21 raw → 0.00094103 WETH ($2.34) via kyber impact 22.22%
1789310000.0,0xe31e15be631aed0fa52ef796a07714ab9be250e9,464,SOUPCOIN,A,buy,cfg_ladder_stop,-10.07,20671856082315663900672,4.83749e-22,2490.17,0.0203,0.07,kyber,ok,0.0,buy 0.00401579 WETH ($9.99) → 2.07e+22 raw via kyber impact 0.02%
1789320000.0,0xe31e15be631aed0fa52ef796a07714ab9be250e9,464,SOUPCOIN,A,tp_failed,cfg_ladder_stop,0.0,0,,2500.76,,0.0,none,absent,450.757,"no route at TP (tp_2x) — tokens kept: ABSENT: no V2 pair, kyber no_route, scanhood no_route"
1789320000.0,0x728a05802e4236f8a34217af82ee68c269cf3954,489,ANTH,A,buy,cfg_ladder_stop,-10.07,19391646853357,5.15686e-13,2504.45,-3.2162,0.07,router,ok,0.0,buy 0.00399289 WETH ($10.00) → 1.94e+13 raw via router impact -3.22%
1789320000.0,0x728a05802e4236f8a34217af82ee68c269cf3954,489,ANTH,A,stop,cfg_ladder_stop,-0.0699971,-19391646853357,1.50958e-19,2507.53,0.3019,0.07,router,ok,4982.21,sell 1.94e+13 raw → 1.16741e-09 WETH ($0.00) via router impact 0.30%
1789340000.0,0x5c04eb73c83eefc65f977dc8835db19dcdbe4c9f,129,TWINE,A,no_route,cfg_ladder_stop,0.0,-8040135161055317172682752,0.0,2472.03,,0.0,none,absent,72520.6,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789340000.0,0x8c96a3d2940404d77402162d0e4e5fc819883c96,112,TWINE,A,no_route,cfg_ladder_stop,0.0,-1949316144636769337344,0.0,2472.03,,0.0,none,absent,75183.4,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789340000.0,0x499f32ad63c1e0ed48ca7741aac25714cba076e6,106,TULIP,A,stop,cfg_ladder_stop,0.0206205,-3677573332062681694208,2.46414e-23,2472.03,,0.07,kyber,ok,75871.0,sell 3.68e+21 raw → 3.65693e-05 WETH ($0.09) via kyber
1789340000.0,0xe9128c7544d1b04b62baa7767975a6bd888b285f,107,TWINE,A,no_route,cfg_ladder_stop,0.0,-18600966975777954332672,0.0,2472.03,,0.0,none,absent,75871.0,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789340000.0,0x8d8e66625502810df3af677cd670bfa44b6a92ef,94,LLM,A,stop,cfg_ladder_stop,10.2724,-81551988027129279283200,1.2682e-22,2472.03,,0.07,scanhood,ok,76636.6,sell 8.16e+22 raw → 0.00418376 WETH ($10.34) via scanhood
1789340000.0,0xbfeda09e715c8994ed0dc2b759343e9aeee65a12,55,NOESIS,A,no_route,cfg_ladder_stop,0.0,-11052888594019120054272,0.0,2472.03,,0.0,none,absent,16393.6,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789380000.0,0x98a4dfd9902257142f010d29435f0488c0c2ef6f,249,富贵,A,stop,cfg_ladder_stop,-0.0699972,-11189329537556,2.51061e-19,2514.51,0.3014,0.07,router,ok,92524.5,sell 1.12e+13 raw → 1.1172e-09 WETH ($0.00) via router impact 0.30%
1789380000.0,0x2848728da990549f39085ea82ac6c6878a013d18,248,招财猫,A,stop,cfg_ladder_stop,0.830628,-42980321405762816442368,2.09544e-23,2514.51,,0.07,kyber,ok,92908.1,sell 4.3e+22 raw → 0.000357768 WETH ($0.90) via kyber
1789380000.0,0x9af6e3a9d9d4e7ebe04ca26b79fd264234c2263e,241,GUNTHER,A,no_route,cfg_ladder_stop,0.0,-122596890480761926320128,0.0,2514.51,,0.0,none,absent,94099.8,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789380000.0,0x281f477e523fdb4544f34bd9135e8f2759c2d0e8,207,Trumpy,A,stop,cfg_ladder_stop,10.2835,-63020266868444686712832,1.64289e-22,2514.51,,0.07,scanhood,ok,37011.4,sell 6.3e+22 raw → 0.00411751 WETH ($10.35) via scanhood
1789390000.0,0xa67b9154f5cf819cbcd414382e30b689113a6e64,349,Luluu,A,no_route,cfg_ladder_stop,0.0,-18220643406347199578112,0.0,2508.36,,0.0,none,absent,72652.3,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789390000.0,0x0e4faaf07c5378a08d032c62037d7d90cd0d97eb,335,BCAT,A,no_route,cfg_ladder_stop,0.0,-51253931170183321223168,0.0,2508.36,,0.0,none,absent,75803.6,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789390000.0,0xe9427e85ac77dc382356b0e9daf797cfa06717a1,322,ENGINE,A,no_route,cfg_ladder_stop,0.0,-96356863581019682373632,0.0,2508.36,,0.0,none,absent,79679.4,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789390000.0,0x67b72d4c1b6ce40ace8d1c49ce5326d1caf38390,298,SALT,A,no_route,cfg_ladder_stop,0.0,-111123536345724146941952,0.0,2508.36,,0.0,none,absent,87670.5,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789390000.0,0x00ee811463addf1db7aeadafada92b044dbf6e04,365,4THS,A,no_route,cfg_ladder_stop,0.0,-122745095920149281636352,0.0,2512.05,,0.0,none,absent,64319.3,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789390000.0,0x79d87116235775ad99ff63f5984f1ba00dcd9845,525,ANTARES,A,buy_failed,cfg_ladder_stop,0.0,0,,,,0.0,none,absent,,"no route — position not opened — ABSENT: no V2 pair, kyber no_route, scanhood no_route"
1789390000.0,0x37e1f7912273c046070a31b9cf17635f5bfe3187,527,CLAUDEMONEY,A,buy,cfg_ladder_stop,-10.07,85601082730997,1.16821e-13,2499.31,0.3573,0.07,router,ok,0.0,buy 0.0040011 WETH ($10.00) → 8.56e+13 raw via router impact 0.36%
1789390000.0,0x37e1f7912273c046070a31b9cf17635f5bfe3187,527,CLAUDEMONEY,A,tp_2x,cfg_ladder_stop,4.19307,-42800541365498,9.96032e-14,2499.62,0.3264,0.07,router,ok,246.07,sell 4.28e+13 raw → 0.00170549 WETH ($4.26) via router impact 0.33%
1789390000.0,0x37e1f7912273c046070a31b9cf17635f5bfe3187,527,CLAUDEMONEY,A,tp_5x,cfg_ladder_stop,8.26343,-21400270682749,3.89408e-13,2507.06,0.3257,0.07,router,ok,237.353,sell 2.14e+13 raw → 0.00332399 WETH ($8.33) via router impact 0.33%
1789400000.0,0x03e5e94390159bc0ff0129e84e39507861d53ee5,559,Carbonoid,A,buy,cfg_ladder_stop,-10.07,43100759233313210630144,2.32014e-22,2506.35,2.539,0.07,kyber,ok,0.0,buy 0.00398987 WETH ($10.01) → 4.31e+22 raw via kyber impact 2.54%
1789400000.0,0x2d12c7aff2cbe3f1ac56d5a194cd267c3ee999b4,432,AXI,A,no_route,cfg_ladder_stop,0.0,-33935635230363381399552,0.0,2505.3,,0.0,none,absent,1456.44,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789400000.0,0x37e1f7912273c046070a31b9cf17635f5bfe3187,527,CLAUDEMONEY,A,stop,cfg_ladder_stop,-0.0697294,-21400270682750,1.26465e-17,2502.94,0.3146,0.07,router,ok,4609.56,sell 2.14e+13 raw → 1.08128e-07 WETH ($0.00) via router impact 0.31%
1789420000.0,0xe31e15be631aed0fa52ef796a07714ab9be250e9,464,SOUPCOIN,A,no_route,cfg_ladder_stop,0.0,-20671856082315663900672,0.0,2593.24,,0.0,none,absent,77949.1,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789500000.0,0x03e5e94390159bc0ff0129e84e39507861d53ee5,559,Carbonoid,A,no_route,cfg_ladder_stop,0.0,-43100759233313210630144,0.0,2410.81,,0.0,none,absent,73844.9,"NO ROUTE (on-chain first: ABSENT: no V2 pair, kyber no_route, scanhood no_route) — dead coin, proceeds $0"
1789540000.0,0x246ee215008c6f18ce2c9286e47b88797e5ad2b6,617,musebook,A,buy,cfg_ladder_stop,-10.07,10624592874517500526592,9.41213e-22,2401.8,1.7821,0.07,kyber,ok,0.0,buy 0.00416354 WETH ($9.99) → 1.06e+22 raw via kyber impact 1.78%
