token,symbol,tier,band,fired_band,event_seq,event_kind,prior_event_seq,alert_ts,entry_price,entry_mcap,entry_liq,entry_score,gates_mask,plan_name,sources_dark,deployer,price_1h,mcap_1h,ret_1h,price_6h,mcap_6h,ret_6h,price_24h,mcap_24h,ret_24h,price_7d,mcap_7d,ret_7d,max_ret_seen,min_ret_seen,rugged_after,status,tp_alerted,stop_alerted,trail_alerted,time_exited,suspect_ticks,absent_ticks,promoted_ts,last_snapshot_ts,lag_1h,lag_6h,lag_24h,lag_7d
0xf981e1f4b7e7d32ff7d96a49e54f9e923ffe1e18,EA,B,band_a_strict,,21,first_sighting,,1789224495.2373352,8.833e-05,88335.0,88332.3,4.9,11111111111111111,cfg_ladder_stop,,0xd186320fee3c08fca5cecb48f20efb57f6882d3a,5.597e-05,55971.0,-0.36635344729989816,5.597e-05,55971.0,-0.36635344729989816,2.272e-05,22727.0,-0.7427827465187365,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789583391.7967155,,,,
0x8cf9ea791e16e0ce0458f2d71e0ccb7769f01e18,INITIATIVE,B,band_a_strict,,22,first_sighting,,1789224794.7635272,2.734e-05,27346.0,27333.24,44.8,11111111111111111,cfg_ladder_stop,,0x4432b3de36f410eb6f402a50e749726f6082b228,2.36e-05,23601.0,-0.1367959034381857,2.505e-05,25051.0,-0.08376005852231161,2.133e-05,21338.0,-0.21982443306510602,,,,0.06986100950987573,-1.0,False,open,0.0,False,False,False,0,2,,1789363306.9619408,,,,
0xc63455b450dcc6fffe55638a6d8121e22a231e18,NAILOOOONG,B,band_a_strict,,23,first_sighting,,1789224794.7635272,2.601e-05,26014.0,26013.95,38.9,11111111111111101,cfg_ladder_stop,blockscout,,2.728e-05,27288.0,0.04882737408688964,2.558e-05,25582.0,-0.016532103037293355,2.558e-05,25582.0,-0.016532103037293355,,,,0.04882737408688964,-1.0,False,open,0.0,False,False,False,0,2,,1789317678.0341313,,,,
0x6df6009b202bfd3d22619dd7ffb2116078521e18,APEPLE,B,band_a_strict,,24,first_sighting,,1789225094.9885435,3.072e-05,30725.0,29842.84,19.8,11111111111111111,cfg_ladder_stop,,0x4f22f4972c506b09fafeb5e1a9c7fa1f9755c5e4,2.173e-05,21734.0,-0.29264322916666663,2.064e-05,20644.0,-0.328125,2.052e-05,20530.0,-0.3320312499999999,,,,0.3291015625000002,-1.0,False,open,0.0,False,False,False,0,2,,1789583391.7967155,,,,
0xcf3aa27cea72216d710ec3d7884941d49e761e18,LUDDITES,B,band_a_strict,,25,first_sighting,,1789225094.9885435,4.517e-05,45174.0,44280.05,11.1,11111111111111111,cfg_ladder_stop,,0xa9d08bfc9dcb8160c4939a182a3ab53a6160f1d7,2.352e-05,23524.0,-0.4793004206331637,2.107e-05,21074.0,-0.5335399601505424,2.148e-05,21486.0,-0.5244631392517157,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789363306.9619408,,,,
0x929becd5715e32fa89e28fdc5d612f7f312f1e18,CHARA,B,band_a_strict,,26,first_sighting,,1789226000.775124,2.187e-05,21879.0,22003.65,30.6,11111111111111111,cfg_ladder_stop,,0x6c54aacdc7ec60a110191d01e1065001897c262e,2.033e-05,20331.0,-0.07041609510745306,2.033e-05,20331.0,-0.07041609510745306,2.032e-05,20322.0,-0.07087334247828081,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789594572.6168613,,,,
0xcf4e850ec7cc978d973d19a5937a9ae02b1bae17,DEGENFLY,B,band_a_strict,,27,first_sighting,,1789226000.775124,6.452e-05,64530.0,41049.03,26.6,11111111111111011,cfg_ladder_stop,rpc,0x426b7299f8efde93cbc52045ca10a756fc041589,1.014e-05,10149.0,-0.842839429634222,1.008e-05,10089.0,-0.8437693738375698,1.008e-05,10089.0,-0.8437693738375698,,,,3.4125852448853067,-1.0,False,open,0.0,False,False,False,0,2,,1789340022.7620451,,,,
0xba527c23903eff094a987197ccd643f2da76e4ff,DOGGO,B,band_a_strict,,28,first_sighting,,1789226306.559689,0.002559,2559215.0,130005.42,73.1,11111111111111111,cfg_ladder_stop,,0x7f10d97cb7736149a3204a8837230689839a7893,0.001994,1994412.0,-0.22078937084798744,0.0009738,973826.0,-0.6194607268464244,0.0008806,880642.0,-0.6558812035951543,,,,0.860101602188355,-0.8037514654161783,False,open,0.0,False,False,False,0,0,,1789663225.1137915,,,,
0x47812c3489362a9479d57a48ad357905b46a1e18,SCHLONGAI,B,band_a_strict,,29,first_sighting,,1789226306.559689,3.482e-05,34821.0,34609.23,35.6,11111111111111111,cfg_ladder_stop,,0x4bed8fea7b1fed924a15d7e6cb8703aa3c280751,2.557e-05,25575.0,-0.26565192418150485,2.562e-05,25627.0,-0.2642159678345779,2.416e-05,24169.0,-0.30614589316484786,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789363306.9619408,,,,
0xc37152390b5dabf6670be8c6b6a0ae71eadf1e18,NEURALESE,B,band_a_strict,,30,first_sighting,,1789226306.559689,2.307e-05,23078.0,23077.47,27.0,11111111111111111,cfg_ladder_stop,,0x162a2101bfe5053b1faf91015cc3180646240959,2.328e-05,23289.0,0.00910273081924573,2.328e-05,23289.0,0.00910273081924573,0.0,0.0,-1.0,,,,0.00910273081924573,-1.0,False,open,0.0,False,False,False,0,2,,1789313077.996178,,,,
0xfad40755de679b262337f8d964d75cac51f8c643,AC,B,band_a_strict,,31,first_sighting,,1789226605.1683497,6.997e-05,69979.0,22835.82,33.0,11111111111111111,cfg_ladder_stop,,0x503ef13f53dfe6f677eb73a62fbe4f2523cde9a8,7.639e-05,73912.0,0.09175360868943838,0.0001076,104160.0,0.5378019151064743,0.0001797,173899.0,1.5682435329426898,,,,1.9855652422466776,-0.9021437759039588,False,open,0.0,False,False,False,0,0,,1789698117.1291642,,,,
0x91d7a2e88bde1d5f755df316e9916244a94c1e18,CUTE,B,band_a_strict,,32,first_sighting,,1789226605.1683497,2.027e-05,20275.0,20370.33,25.9,11111111111111111,cfg_ladder_stop,,0x1b5e03b0944d1cedacbc205e93fcc8c2c9386f75,2.021e-05,20218.0,-0.002960039467192921,2.021e-05,20218.0,-0.002960039467192921,2.02e-05,20207.0,-0.003453379378391741,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789583391.7967155,,,,
0x995f48a7e3a9391f2eaeefffa92f11afd7b51e18,KIRKY,B,band_a_strict,,33,first_sighting,,1789226909.284206,3.849e-05,38492.0,37663.55,20.4,11111111111111101,cfg_ladder_stop,blockscout,0xd8d460919ebb8c8ad4a0ddf8dd8e832c96e413a1,5.176e-05,51764.0,0.34476487399324496,2.433e-05,24335.0,-0.3678877630553391,2.392e-05,23924.0,-0.37853988048843845,,,,0.5053260587165498,-1.0,False,open,0.0,False,False,False,0,2,,1789363306.9619408,,,,
0xf1b266c11f68bc936f218ad20712c4feb3e61e18,OPEN,B,band_a_strict,,34,first_sighting,,1789227210.4038324,0.003655,3655736.0,602017.51,49.8,11111111111111111,cfg_ladder_stop,,0xb0589a139822cc992850ec5bf6ffc67468384ed4,0.002565,2565283.0,-0.29822161422708615,0.003038,3038008.0,-0.16880984952120381,0.00203,2030851.0,-0.44459644322845415,,,,0.4194254445964434,-0.7943638850889193,False,open,0.0,False,False,False,0,0,,1789660923.1203694,,,,
0xe2e4a2404c3923990ccc1e6435dc5b6476284992,EMILE,B,band_a_strict,,35,first_sighting,,1789227210.4038324,0.0001273,127369.0,33310.73,41.9,11111111111111111,cfg_ladder_stop,,0xf9dbd7b6ea5bd38b719a3392b5d3643c06dccb9c,7.785e-05,77855.0,-0.3884524744697565,4.479e-05,44798.0,-0.64815396700707,2.363e-05,23634.0,-0.8143754909662215,,,,0.0479183032207382,-0.9689630793401414,False,open,0.0,False,False,False,0,0,,1789583391.7967155,,,,
0x462dff4be800c77a61e69dc2ea6010e4237f674d,SWARM,B,band_a_strict,,36,first_sighting,,1789227513.7764676,0.0005373,537309.0,68407.88,77.1,11111111111111111,cfg_ladder_stop,,0xa73cb3d1dfe7f71763a0cdc171aba786d527a9e4,0.0009172,917226.0,0.7070537874557974,0.0003646,364677.0,-0.3214219244369998,0.0007957,795755.0,0.48092313418946575,,,,2.4208077424157826,-0.6112041689931137,False,open,0.0,False,False,False,0,0,,1789627475.4440846,,,,
0x6aee2d2ac4c8e2a78d6b1fc6d7330d137ef6fbc2,PCI,B,band_a_strict,,37,first_sighting,,1789227513.7764676,0.0001878,187891.0,81265.06,26.6,11111111111111011,cfg_ladder_stop,rpc,0x738a32db92b6f1e941954cd8b35ba857676ae860,1.15e-05,11505.0,-0.9387646432374867,1.15e-05,11505.0,-0.9387646432374867,1.15e-05,11505.0,-0.9387646432374867,,,,0.49893503727369537,-1.0,True,open,0.0,False,False,False,0,2,,1789317436.4765804,,,,
0x80da497590578ea69d7cd085b7d3ada4f9e71e18,ACTUALINU,B,band_a_strict,,38,first_sighting,,1789227816.0743055,2.068e-05,20688.0,21045.51,59.9,11111111111111111,cfg_ladder_stop,,0x6c54aacdc7ec60a110191d01e1065001897c262e,2.068e-05,20684.0,0.0,2.067e-05,20676.0,-0.0004835589941971641,2.066e-05,20670.0,-0.0009671179883945502,,,,0.2524177949709865,-1.0,False,open,0.0,False,False,False,0,2,,1789583391.7967155,,,,
0xa9b7966d16e4ca1d0a98e29feb17cf9f6affe8b7,DEGENFLY,B,band_a_strict,,39,first_sighting,,1789227816.0743055,9.741e-05,97413.0,57601.19,47.9,11111111111111011,cfg_ladder_stop,rpc,0xba63cfa915627e8e357d2b86d2318b6775c00a83,0.0001111,111153.0,0.14053998562775893,0.0001111,111153.0,0.14053998562775893,0.0001111,111153.0,0.14053998562775893,,,,0.14053998562775893,-1.0,True,open,0.0,False,False,False,0,2,,1789316711.8870428,,,,
0xb069b4e7a565fadc4774d2216d371960fc591e18,PETRI,B,band_a_strict,,40,first_sighting,,1789228116.7626812,5.254e-05,52546.0,52545.74,37.2,11111111111111111,cfg_ladder_stop,,0x4f8dae5561fc6368420a564acb03be9fce73b02c,5.254e-05,52546.0,0.0,5.254e-05,52546.0,0.0,2.19e-05,21905.0,-0.5831747240197944,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789382925.7231457,,,,
0x58aa7be851d5e97b7de848f3b9eb79154eac1e18,AMDL,B,band_a_strict,,41,first_sighting,,1789229075.207544,2.991e-05,29915.0,29075.07,30.9,11111111111111111,cfg_ladder_stop,,0xffa50e296f72d107ca1312b4fab298289585750e,2.151e-05,21517.0,-0.2808425275827483,2.139e-05,21390.0,-0.2848545636910732,2.07e-05,20707.0,-0.3079237713139419,,,,0.6345703778000669,-1.0,False,open,0.0,False,False,False,0,2,,1789675475.8485157,,,,
0x5cdf61bef103d9b9fffe2b6edb6aab541ceec1ac,FOMOBRAIN,B,band_volume_early,,42,first_sighting,,1789231259.7373173,0.0005329,529910.0,68016.67,72.6,11111111111111111,cfg_ladder_stop,,0x59faecc57c8ff342aa001aab8bdbde4d08d48cf7,0.0004464,443896.0,-0.16231938449990613,0.0005325,529494.0,-0.0007506098705197806,0.0001666,165643.0,-0.6873709889285045,,,,0.5250516044285982,-0.9836986301369863,False,open,0.0,False,False,False,0,0,,1789627475.4440846,,,,
0x351ab2c51e223b28d219fe28cc3956410cc11e18,ANTHROPIG,B,band_volume_early,,43,first_sighting,,1789231259.7373173,0.009487,9487087.0,6266938.46,55.3,11111111111111111,cfg_ladder_stop,,0x346895802e1aecb0e4951b3ee96aa37c2cb368eb,0.007082,7082711.0,-0.25350479603668186,0.005416,5416649.0,-0.4291135237693686,0.003191,3191561.0,-0.6636449878781491,,,,0.07937177189838729,-0.8616000843259197,False,open,0.0,False,False,False,0,0,,1789646921.7051437,,,,
0x385f4f8ae47651ce5f58f5265395a669f8281e18,MEME,B,band_volume_early,,44,first_sighting,,1789231259.7373173,0.0471,47108009.0,892368.03,42.6,11111111111111111,cfg_ladder_stop,,0xa72a5b06927badb020d235f5f43ce56507ab2399,0.04646,46463015.0,-0.013588110403397025,0.03965,39650823.0,-0.1581740976645436,0.05182,51826787.0,0.10021231422505306,,,,0.26326963906581735,-0.43142250530785564,False,open,0.0,False,False,False,0,0,,1789594572.6168613,,,,
0xac0aebf8a26e46ded45e348a8a69b61b282f1e18,LIFE,B,band_volume_early,,45,first_sighting,,1789231259.7373173,6.862e-05,68620.0,54575.02,42.6,11111111111111111,cfg_ladder_stop,,0xcc89b5ebfaeaae48cb202f561726e992b027b358,6.105e-05,61051.0,-0.11031769163509175,0.0001635,163582.0,1.3826872631885743,9.736e-05,97365.0,0.41882832993296404,,,,3.3719032352083937,-1.0,False,open,0.0,False,False,False,0,0,,1789765254.5378695,,,,
0x887aafe0895c0fa92d37118bbec08d5ebb371e18,MACHINES,B,band_volume_early,,46,first_sighting,,1789231259.7373173,4.737e-05,47371.0,47370.77,34.7,11111111111111111,cfg_ladder_stop,,0x2b1108a88b66ad050a4ea369281de01f5939984d,4.737e-05,47371.0,0.0,4.737e-05,47371.0,0.0,2.241e-05,22410.0,-0.5269157694743509,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789363306.9619408,,,,
0x96da057ab421fc5c85afbe6b62347b431b011e18,MEMELON,B,band_volume_early,,47,first_sighting,,1789231259.7373173,3.395e-05,33960.0,32214.23,24.7,11111111111111111,cfg_ladder_stop,,0x7672b192b27d87f65c7cfbbc86772a50d2d50ec3,2.018e-05,20189.0,-0.4055964653902798,2.018e-05,20189.0,-0.4055964653902798,2.015e-05,20160.0,-0.406480117820324,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789583391.7967155,,,,
0xa34cb9fc73b8634a50688a724cd0e78afbf41204,PERPSPAD,B,band_volume_early,,48,first_sighting,,1789233211.9419596,0.01124,10966504.0,383213.79,71.7,11111111111111111,cfg_ladder_stop,,0x7d7555c0f80bb987fbfd13608a25312d6f7be34b,0.01544,15067701.0,0.3736654804270463,0.008301,8097775.0,-0.26147686832740225,0.001852,1803405.0,-0.8352313167259786,,,,0.7179715302491103,-1.0,True,open,0.0,False,False,False,0,2,,1789535994.964555,,,,
0xd25efceb9d690e2a75a8b75e52a7c63cb9a214e0,NOESIS,B,band_volume_early,,49,first_sighting,,1789233211.9419596,0.0002181,218143.0,43522.77,18.7,11111111111111101,cfg_ladder_stop,blockscout,0x0e34ca69563edf0254b9b4d11cc987c73ea12944,0.001024,1024096.0,3.695093993580926,0.001145,1032230.0,4.249885373681797,0.002031,1790571.0,8.312242090784043,,,,12.214121962402569,-0.25355341586428237,False,open,0.0,False,False,False,0,0,,1789710420.3045115,,,,
0x27d1dafbfeba4e5e352fffdbc7a55510f0a6437f,HODL,A,band_volume_early,,50,first_sighting,,1789233869.0820842,5.974e-05,59747.0,22757.66,53.2,11111111111111111,cfg_ladder_stop,,0xf1cad480dff9c9561cbdc3eb7e3a49212d591368,2.987e-06,2988.0,-0.95,2.85e-06,2850.0,-0.952293270840308,2.855e-06,2856.0,-0.9522095748242384,,,,0.6210244392366924,-1.0,False,open,0.0,True,False,False,0,2,,1789759894.3654447,,,,
0x9ee35b3610ce148f3b223062783646c467091e18,MEOWDERNA,B,band_volume_early,,51,first_sighting,,1789233869.0820842,2.387e-05,23870.0,23830.27,49.0,11111111111111111,cfg_ladder_stop,,0x3831625c056f2771e01ad7bb8d6ce9738a9d4a00,2.369e-05,23693.0,-0.007540846250523758,2.381e-05,23819.0,-0.0025136154168412528,2.11e-05,21109.0,-0.11604524507750313,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789602522.3411007,,,,
0x5cfc4ac0cddad603445bf9e470fe1aa88f691e18,LONGEVITY,B,band_volume_early,,52,first_sighting,,1789233869.0820842,2.362e-05,23630.0,23629.74,38.7,11111111111111111,cfg_ladder_stop,,0x9d0da08d755822107676c7f6535e1be89aa9f5bc,2.362e-05,23630.0,0.0,2.362e-05,23630.0,0.0,0.0,0.0,-1.0,,,,0.0,-1.0,False,open,0.0,False,False,False,0,2,,1789323629.1622713,,,,
0x7175c4666317738d3bc1c00a12218a691f081e18,FATCOIN,B,band_volume_early,,53,first_sighting,,1789234879.241213,0.0002842,284228.0,133459.31,43.4,11111111111111111,cfg_ladder_stop,,0x0ad14d58c097b0e60170600371e59171c7b1d9df,0.0002876,287691.0,0.011963406052075909,0.0002309,230966.0,-0.1875439831104856,0.0001089,108921.0,-0.6168191414496833,,,,1.6910626319493316,-0.64109781843772,False,open,0.0,False,False,False,0,0,,1789675955.7303565,,,,
0x812486eaea648819853f8e372dc9f1516c7868bd,UBIK,B,band_volume_early,,54,first_sighting,,1789234879.241213,0.03622,36221115.0,525706.97,30.8,11111111111111111,cfg_ladder_stop,,0xc08ce6ff78e5a45011bfc38f11556f1ee9dfc362,0.03244,32442837.0,-0.10436223081170637,0.03424,34246718.0,-0.05466593042517953,0.02673,26729420.0,-0.2620099392600773,,,,0.0,-0.5030369961347323,False,open,0.0,False,False,False,0,0,,1789660680.5870593,,,,
0xbfeda09e715c8994ed0dc2b759343e9aeee65a12,NOESIS,A,band_volume_early,,55,first_sighting,,1789235527.154882,0.000221,221034.0,124174.82,43.2,11111111111111111,cfg_ladder_stop,,0x30467b8a0fee7aa4fce866ac2a6031c5f69ca510,0.0007624,762444.0,2.4497737556561083,0.0007624,762444.0,2.4497737556561083,0.0007624,762444.0,2.4497737556561083,,,,2.841628959276018,-1.0,False,open,2.0,True,False,False,0,2,,1789340022.7620451,,,,
